POS_MSISDN,Distributer,Plan Name,Customer Tenure,Tenure Category,Status,Status Reason,Segment1,Segment2,Churn Flag,Customer Interaction Score,Loyalty Points,Data Usage Tier,Customer Segment Change Flag
ORG2868,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,152,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,75,1,TRUE
ORG4188,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,68,Short-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,55,1,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 90,8,Short-term,Deactive,Contract Ended,Postpaid,Residential,1,5,87,3,FALSE
ORG4081,HPLDFN NBRL PPTT,Orange 90,142,Long-term,Active,Good Service,Postpaid,Residential,0,7,85,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 60,88,Medium-term,Active,Good Service,Postpaid,Corporate,0,5,65,3,FALSE
ORG3880,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,135,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,10,75,1,FALSE
ORG3507,BJRPPRT TFRNJNBL 1,Traveler's Plan,146,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,9,65,1,FALSE
ORG3592,FRBNDHJTF - JRBJD THJRTZ TT.,Orange 90,12,Short-term,Deactive,Service Quality,Postpaid,Residential,1,7,87,3,FALSE
ORG2276,BL-RBNTHB THPP (JT),Visitors’ Line Extra,96,Medium-term,Active,Good Service,Prepaid,Residential,0,2,65,3,TRUE
ORG3659,JNTFRNBL DFPBRTNFNTT,Student Plan 5,95,Medium-term,Active,Good Service,Prepaid,Residential,0,2,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Price,Postpaid,Corporate,1,4,69,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Price,Postpaid,Corporate,1,5,67,2,TRUE
ORG2242,HPLDFN XJNHT,Family Orange Plan 10,147,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,99,Medium-term,Active,Good Service,Prepaid,Corporate,0,6,65,3,TRUE
ORG3400,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,124,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,6,43,2,TRUE
ORG3440,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,84,Short-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,8,55,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Traveler's Plan,33,Short-term,Deactive,Service Quality,Prepaid,Corporate,1,7,42,3,TRUE
ORG4028,BJRPPRT TFRNJNBL 1,Traveler's Plan,134,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,65,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,92,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,5,14,1,TRUE
ORG2654,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,118,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,78,1,TRUE
ORG3132,TBFFXBZ 7TH DJRDLF,Humat Al Watan 8,140,Long-term,Active,Good Service,Prepaid,Corporate,0,6,85,3,TRUE
ORG2910,HPLDFN NBRL,Premium Orange Plan,125,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,7,65,1,TRUE
ORG2708,FJFLDTBLFT,Basic Orange Plan,92,Medium-term,Soft Suspended,Technical issue,Prepaid,PRO,0,7,55,1,TRUE
ORG3872,HPLDFN XJNHT,Student Plan 5,62,Short-term,Active,Good Service,Prepaid,Residential,0,5,65,1,TRUE
ORG2584,DJRFDT TVPPPRT,Family Orange Plan 20,121,Long-term,Soft Suspended,Customer request,Prepaid,PRO,0,6,75,1,TRUE
ORG2889,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,147,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,10,65,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Billing Issues,Prepaid,PRO,1,6,18,2,FALSE
ORG2805,FRBNDHJTF TNBRTBVZ TBJ NBLL,Senior Plan,57,Short-term,Deactive,Lack of Usage,Postpaid,Residential,1,8,52,2,TRUE
ORG3997,JNTFRNBL DFPBRTNFNTT,YO 9 Max,124,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,4,65,1,FALSE
ORG2484,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,108,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,6,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,7,78,2,FALSE
ORG3451,BTHRBFZBH THPP (JT),Senior Plan,85,Short-term,Active,Good Service,Postpaid,PRO,0,8,65,3,TRUE
ORG3181,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,69,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,2,66,1,FALSE
ORG4101,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,65,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG3299,HPLDFN XJNHT,Student Plan 5,84,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,7,55,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,9,69,2,TRUE
ORG3181,HPLDFN NBRL,Student Plan 5,142,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,75,1,TRUE
ORG3120,NBDBBB THPP JT THPP,Student Plan 5,122,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,65,1,FALSE
ORG3581,HPLDFN NBRL,Student Plan 5,130,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,126,Long-term,Active,Good Service,Postpaid,Corporate,0,6,85,3,FALSE
ORG2983,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Network Issues,Prepaid,Residential,1,10,81,1,TRUE
ORG4425,HPLDFN NBRL,Student Plan 5,149,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,75,1,TRUE
ORG3132,ZBRRB THPP (ND),YO 9 Max,64,Short-term,Active,Good Service,Prepaid,Residential,0,5,65,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,20,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,5,27,2,TRUE
ORG4390,JNTFRNBL DFPBRTNFNTT,Basic Orange Plan,141,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,6,65,1,FALSE
ORG3592,FRBNDHJTF - JBBBL BLHVTTFJN,Senior Plan,31,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,4,58,2,TRUE
ORG2504,HPLDFN NBRL,Premium Orange Plan,96,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,6,67,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,15,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,10,52,3,TRUE
ORG3181,BJRPPRT TFRNJNBL 1,Traveler's Plan,152,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,8,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 20,92,Medium-term,Active,Good Service,Postpaid,Corporate,0,8,65,3,TRUE
ORG3995,HPLDFN XJNHT,Student Plan 5,122,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,75,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Family Orange Plan 10,86,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,9,55,1,TRUE
ORG3145,FRBNDHJTF RVTTJFFH,Orange 30,62,Short-term,Deactive,Moved,Postpaid,Residential,1,7,46,3,TRUE
ORG4400,HPLDFN NBRL HPPT,Orange 90,9,Short-term,Deactive,Network Issues,Postpaid,Residential,1,6,55,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Orange 8 Max,99,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,4,61,1,TRUE
ORG4101,FRBNDHJTF - TBFFXBZ 7TH DJRDLF,Family Orange Plan 10,120,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Price,Postpaid,Corporate,1,6,29,2,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Better Offer Elsewhere,Prepaid,Residential,1,4,26,1,TRUE
ORG3293,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,126,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,7,90,2,TRUE
ORG4028,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,109,Medium-term,Soft Suspended,Technical issue,Prepaid,PRO,0,9,55,2,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 30,90,Medium-term,Active,Good Service,Postpaid,Residential,0,6,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,5,12,2,FALSE
ORG3120,NBDBBB THPP JT THPP,Orange 90,13,Short-term,Deactive,Network Issues,Postpaid,Residential,1,5,84,3,TRUE
ORG3916,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,120,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,79,1,FALSE
ORG3207,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Orange 13 Max,69,Short-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,63,Short-term,Active,Good Service,Postpaid,Corporate,0,1,65,2,FALSE
ORG3369,BPVLFVBRD THPP,Senior Plan,49,Short-term,Deactive,Technical Difficulties,Postpaid,PRO,1,6,63,3,TRUE
ORG4080,HPLDFN NBRL,Premium Orange Plan,116,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,30,1,FALSE
ORG3856,HPLDFN NBRL,Premium Orange Plan,138,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,3,65,1,TRUE
ORG2767,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,107,Medium-term,Active,Good Service,Prepaid,Residential,0,8,65,1,FALSE
ORG3176,BL-BTHRBFJFH DFNTFR,Orange 90,38,Short-term,Deactive,Contract Ended,Postpaid,Residential,1,6,10,3,TRUE
ORG3404,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,68,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,55,1,TRUE
ORG3453,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,93,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,6,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 8 Max,67,Short-term,Deactive,Technical Difficulties,Prepaid,Corporate,1,7,33,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 30,74,Short-term,Deactive,Better Offer Elsewhere,Postpaid,PRO,1,7,27,3,TRUE
ORG2805,FRBNDHJTF TNBRTBVZ TBJ NBLL,Orange 13 Max,141,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,65,1,FALSE
ORG4294,DJRFDT TVPPPRT,Family Orange Plan 20,144,Long-term,Hard Suspended,Illegal usage,Prepaid,PRO,0,9,65,1,FALSE
ORG3581,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,93,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,55,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Short Visit Line,137,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,7,65,1,TRUE
ORG3295,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,118,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,90,1,TRUE
ORG2353,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,139,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,75,1,TRUE
ORG2708,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,100,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,9,15,1,TRUE
ORG2495,FRBNDHJTF  DJTZ NBLL,Orange 11 Max,134,Long-term,Active,Good Service,Prepaid,Residential,0,9,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,6,21,2,TRUE
ORG3451,BTHRBFZBH THPP (JT),Visitors’ Line Extra,17,Short-term,Deactive,Technical Difficulties,Prepaid,Residential,1,5,28,3,TRUE
ORG2442,HPLDFN XJNHT,Student Plan 5,108,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,9,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Moved,Postpaid,Corporate,1,5,49,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,8,15,2,TRUE
ORG2877,HPLDFN NBRL,Family Orange Plan 10,135,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,9,65,1,TRUE
ORG4101,FRBNDHJTF BBZBDFR THPP,Orange 90,139,Long-term,Active,Good Service,Postpaid,Residential,0,5,85,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,8,18,2,TRUE
ORG4023,HPLDFN XJNHT,YO 9 Max,121,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,65,1,FALSE
ORG3132,TLB' BL-BLJ DFNTFR,Business Plan,85,Short-term,Active,Good Service,Postpaid,Residential,0,7,65,3,TRUE
ORG2484,HPLDFN NBRL,Basic Orange Plan,139,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,9,65,1,TRUE
ORG3440,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,75,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,10,16,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Lack of Usage,Prepaid,PRO,1,8,64,2,TRUE
ORG2943,BJRPPRT TFRNJNBL 1,Traveler's Plan,76,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,1,28,1,TRUE
ORG4438,JNTFRNBL DFPBRTNFNTT,Basic Orange Plan,95,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,9,63,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,6,72,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Orange 8 Max,70,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,72,1,TRUE
ORG3176,BL-LHBZZBN (JT),Family Orange Plan 10,120,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,55,1,TRUE
ORG2276,BL-TBFFFLBH THPP (JT),Humat Al Watan 10,91,Medium-term,Active,Good Service,Postpaid,Corporate,0,8,65,3,TRUE
ORG3507,HPLDFN XJNHT,Orange 13 Max,85,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,8,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,7,18,2,FALSE
ORG4015,HPLDFN NBRL,Orange 9 Max,96,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,4,39,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,4,69,2,TRUE
ORG3132,TBLT THPP JT THPP,Student Plan 5,141,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,131,Long-term,Active,Good Service,Postpaid,Corporate,0,3,85,3,TRUE
ORG3466,FJFLDTBLFT,Basic Orange Plan,114,Medium-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,6,55,1,TRUE
ORG4028,DJRFDT TVPPPRT,Basic Orange Plan,82,Short-term,Active,Good Service,Prepaid,Residential,0,7,65,1,FALSE
ORG2495,FRBNDHJTF ZBRRB,Humat Al Watan 8,130,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,3,TRUE
ORG2868,FJFLDTBLFT,Governorates 10,98,Medium-term,Active,Good Service,Postpaid,PRO,0,5,65,3,FALSE
ORG3665,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Humat Al Watan Golden 7,149,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,4,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,3,34,2,TRUE
ORG4101,FRBNDHJTF - TBFFXBZ 7TH DJRDLF,Family Orange Plan 10,124,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,75,1,TRUE
ORG3120,NBDBBB THPP JT THPP,Orange 90,113,Medium-term,Active,Good Service,Postpaid,Residential,0,6,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,144,Long-term,Active,Good Service,Prepaid,Corporate,0,8,85,3,FALSE
ORG2579,JNTFRNBL DFPBRTNFNTT,Student Plan 5,100,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,55,1,TRUE
ORG2973,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,91,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,6,30,1,TRUE
ORG2584,HPLDFN NBRL,Orange 9 Max,133,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,9,65,1,FALSE
ORG3132,THBFB BBDRBN,Orange 60,33,Short-term,Deactive,Network Issues,Postpaid,Residential,1,6,16,2,FALSE
ORG3747,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,86,Short-term,Soft Suspended,Customer request,Prepaid,PRO,0,6,55,2,TRUE
ORG4226,HPLDFN NBRL,Student Plan 5,146,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,8,75,1,FALSE
ORG4101,FRBNDHJTF BBZBDFR THPP,Visitors’ Line Extra,16,Short-term,Deactive,Network Issues,Prepaid,Residential,1,4,40,3,TRUE
ORG3665,BJRPPRT TFRNJNBL 1,Traveler's Plan,81,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,3,23,1,TRUE
ORG2579,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,148,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,75,1,TRUE
ORG4028,HPLDFN NBRL,Orange 9 Max,93,Medium-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,55,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,141,Long-term,Hard Suspended,Fraudulent activity,Prepaid,PRO,0,10,65,2,TRUE
ORG2353,HPLDFN NBRL,Student Plan 5,95,Medium-term,Active,Good Service,Prepaid,Residential,0,6,65,1,TRUE
ORG3451,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,78,Short-term,Soft Suspended,Document verification,Prepaid,Residential,0,8,55,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,13,Short-term,Deactive,Billing Issues,Prepaid,PRO,1,6,29,2,TRUE
ORG2353,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,78,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,10,55,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,6,Short-term,Deactive,Moved,Postpaid,Corporate,1,7,29,3,TRUE
ORG3440,HPLDFN NBRL,Student Plan 5,130,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,75,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,7,26,2,FALSE
ORG3916,HPLDFN NBRL,Orange 9 Max,63,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,9,54,1,FALSE
ORG2495,FRBNDHJTF  DJTZ NBLL,Humat Al Watan 8,1,Short-term,Deactive,Service Quality,Prepaid,Residential,1,10,18,3,FALSE
ORG4395,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,128,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,6,75,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Personal Reasons,Prepaid,PRO,1,7,62,2,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Senior Plan,62,Short-term,Active,Good Service,Postpaid,Residential,0,6,65,2,FALSE
ORG2708,BL-BBTHFR HPPT,Orange 90,8,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,5,15,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,4,22,2,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,4,Short-term,Deactive,Lack of Usage,Postpaid,PRO,1,10,55,3,TRUE
ORG3375,HPLDFN NBRL,Premium Orange Plan,100,Medium-term,Deactive,Network Issues,Prepaid,Residential,1,6,50,1,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Better Offer Elsewhere,Prepaid,Residential,1,7,90,1,TRUE
ORG2495,FRBNDHJTF  BLJBBBL BLTHBNBLJ,Humat Al Watan Golden 7,61,Short-term,Deactive,Service Quality,Prepaid,Residential,1,6,86,1,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 45,125,Long-term,Active,Good Service,Postpaid,PRO,0,6,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,2,77,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,5,37,2,TRUE
ORG4101,FRBNDHJTF BBZBDFR THPP,Orange 90,120,Long-term,Active,Good Service,Postpaid,Residential,0,7,65,3,TRUE
ORG3567,FRBNDHJTF XBDJ NPVTB,Orange 90,113,Medium-term,Active,Good Service,Postpaid,Residential,0,10,65,3,TRUE
ORG3132,RPZBL DPVRT THPP (RD),Traveler's Plan,78,Short-term,Active,Good Service,Prepaid,Corporate,0,8,65,3,TRUE
ORG2405,HPLDFN NBRL,Student Plan 5,138,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,9,75,1,TRUE
ORG4226,HPLDFN NBRL,Student Plan 5,143,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,75,1,TRUE
ORG2805,FRBNDHJTF TNBRTBVZ TBJ NBLL,Orange 20,56,Short-term,Deactive,Contract Ended,Postpaid,Residential,1,8,58,2,TRUE
ORG3592,FRBNDHJTF - JTTRLBL NBLL,Orange 90,153,Long-term,Hard Suspended,Illegal usage,Postpaid,Residential,0,5,65,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,130,Long-term,Hard Suspended,Illegal usage,Prepaid,PRO,0,5,65,2,TRUE
ORG2484,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,145,Long-term,Hard Suspended,Violation of terms,Prepaid,PRO,0,8,65,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 30,120,Long-term,Active,Good Service,Postpaid,Corporate,0,5,65,3,TRUE
ORG3451,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,109,Medium-term,Deactive,Better Offer Elsewhere,Prepaid,Residential,1,7,70,1,FALSE
ORG3567,FRBNDHJTF TPVR BBB BL NBDJNBH THPP,Orange 20,79,Short-term,Deactive,Lack of Usage,Postpaid,Residential,1,6,46,2,TRUE
ORG3866,F-THPP,Orange 90,5,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,1,25,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 8 Max,94,Medium-term,Hard Suspended,Non-payment,Prepaid,Corporate,0,10,85,3,TRUE
ORG2495,FRBNDHJTF  DJTZ NBLL,Orange 11 Max,72,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,3,TRUE
ORG3120,PRBNHF VTRBD THPP,Student Plan 9,117,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG4370,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,146,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,6,75,1,TRUE
ORG3592,FRBNDHJTF - JTTRLBL NBLL,Family Orange Plan 20,81,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,8,39,1,TRUE
ORG4028,FRBNDHJTF NBDBBB THPP,Premium Orange Plan,111,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,67,1,FALSE
ORG2411,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,107,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,55,1,FALSE
ORG3145,FRBNDHJTF NBRLB (PLD PRBNHF NBRLB JT THPP),Orange 60,137,Long-term,Active,Good Service,Postpaid,Residential,0,5,85,2,FALSE
ORG2868,FJN FLBBTHB JT THPP,Orange 90,70,Short-term,Active,Good Service,Postpaid,Residential,0,5,65,3,TRUE
ORG3592,FRBNDHJTF - JBBBL BLHVTTFJN,Orange 20,31,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,6,55,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,YO 9 Max,100,Medium-term,Soft Suspended,Technical issue,Prepaid,Corporate,0,7,55,1,TRUE
